lpips_1,lpips_2_A,lpips_2_B
"0.029478728771209717, 0.03126121312379837, 0.03729763627052307, 0.04807458445429802, 0.05655977129936218, 0.06132132187485695, 0.06795832514762878, 0.07433836907148361, 0.07947558164596558, 0.0839400440454483","0.029478728771209717, 0.04219049960374832, 0.0714404508471489, 0.12360591441392899, 0.1879197061061859, 0.2942453622817993, 0.31951552629470825, 0.33962947130203247, 0.35866305232048035, 0.3733120858669281","0.4281123876571655, 0.40938785672187805, 0.3947991728782654, 0.38814836740493774, 0.3711211383342743, 0.2942056655883789, 0.18319502472877502, 0.12704573571681976, 0.096739262342453, 0.0839400440454483"
"0.05284738168120384, 0.043882470577955246, 0.041431911289691925, 0.048019442707300186, 0.05859135091304779, 0.07094709575176239, 0.08338224142789841, 0.09907795488834381, 0.12090538442134857, 0.14899714291095734","0.05284738168120384, 0.05722369626164436, 0.06518127024173737, 0.07704754173755646, 0.09210667014122009, 0.1126745194196701, 0.1416073441505432, 0.17497049272060394, 0.2106470763683319, 0.2536191940307617","0.3010450601577759, 0.28492313623428345, 0.2690654397010803, 0.25383344292640686, 0.2354811578989029, 0.21352973580360413, 0.19055531919002533, 0.17049816250801086, 0.15490849316120148, 0.14899714291095734"
"0.03496053069829941, 0.030486414209008217, 0.028096409514546394, 0.025092462077736855, 0.021218501031398773, 0.019842665642499924, 0.020309273153543472, 0.02197498083114624, 0.02477477490901947, 0.028033819049596786","0.03496053069829941, 0.03659551590681076, 0.05518940091133118, 0.08323825150728226, 0.12736213207244873, 0.1696259081363678, 0.20807522535324097, 0.24300499260425568, 0.2625436782836914, 0.2784232795238495","0.2806437909603119, 0.24759072065353394, 0.21545138955116272, 0.16342267394065857, 0.1097690537571907, 0.06842672824859619, 0.0412721186876297, 0.024873513728380203, 0.021106479689478874, 0.028033819049596786"
"0.05899052321910858, 0.05153060704469681, 0.04475169628858566, 0.03780152276158333, 0.0346808023750782, 0.029744980856776237, 0.02589859813451767, 0.02474493533372879, 0.0255849901586771, 0.02484043687582016","0.05899052321910858, 0.07270734757184982, 0.11925023794174194, 0.22618283331394196, 0.24140945076942444, 0.2769472301006317, 0.3181930482387543, 0.3618743419647217, 0.40448081493377686, 0.44753506779670715","0.46177613735198975, 0.47147247195243835, 0.4741988778114319, 0.4016130268573761, 0.2844919264316559, 0.21739041805267334, 0.15682727098464966, 0.09794911742210388, 0.04961308836936951, 0.02484043687582016"
"0.08317004889249802, 0.06739659607410431, 0.061310261487960815, 0.06432648003101349, 0.07390955090522766, 0.08598381280899048, 0.10228879749774933, 0.13785018026828766, 0.2000860869884491, 0.3404632806777954","0.08317004889249802, 0.077614426612854, 0.0815994068980217, 0.09578201919794083, 0.1201038584113121, 0.15310603380203247, 0.19072283804416656, 0.23374700546264648, 0.2825082540512085, 0.33309370279312134","0.3355720639228821, 0.3102235198020935, 0.2857131063938141, 0.2581535577774048, 0.23574811220169067, 0.228444904088974, 0.2389395534992218, 0.2640644907951355, 0.3000301122665405, 0.3404632806777954"
"0.12530942261219025, 0.10465296357870102, 0.08090288937091827, 0.06645192205905914, 0.05924446880817413, 0.045157887041568756, 0.03999006375670433, 0.03759690001606941, 0.03740844503045082, 0.030860217288136482","0.12530942261219025, 0.11533680558204651, 0.17344653606414795, 0.27761614322662354, 0.3350985646247864, 0.3847995102405548, 0.4183778464794159, 0.4451647996902466, 0.4720163941383362, 0.4933851957321167","0.40041467547416687, 0.39830800890922546, 0.3788719177246094, 0.185075044631958, 0.09564582258462906, 0.04837854206562042, 0.023336077108979225, 0.014124026522040367, 0.02101460099220276, 0.030860217288136482"
"0.09178086370229721, 0.0754999965429306, 0.059138502925634384, 0.04446310177445412, 0.0341547392308712, 0.02555937133729458, 0.023182213306427002, 0.023635514080524445, 0.02933012694120407, 0.04667600616812706","0.09178086370229721, 0.11288733035326004, 0.13813748955726624, 0.17200498282909393, 0.21471479535102844, 0.23942488431930542, 0.26631414890289307, 0.29524508118629456, 0.3284522294998169, 0.35826024413108826","0.26432836055755615, 0.21554933488368988, 0.17766118049621582, 0.1440991759300232, 0.11485008895397186, 0.08541982620954514, 0.06101852282881737, 0.042513128370046616, 0.03931242972612381, 0.04667600616812706"
"0.028931401669979095, 0.02616523578763008, 0.02387191727757454, 0.024731338024139404, 0.023385167121887207, 0.019679134711623192, 0.0194337647408247, 0.021475303918123245, 0.026841096580028534, 0.03461470827460289","0.028931401669979095, 0.03745662793517113, 0.06034908443689346, 0.10155514627695084, 0.1762620359659195, 0.27662137150764465, 0.3217821419239044, 0.3283627927303314, 0.35931092500686646, 0.38311606645584106","0.3958945572376251, 0.3791467845439911, 0.3626919686794281, 0.3504561483860016, 0.32610106468200684, 0.29058700799942017, 0.21210096776485443, 0.15086938440799713, 0.08543325960636139, 0.03461470827460289"
"0.01242093276232481, 0.009070602245628834, 0.010770036838948727, 0.019106727093458176, 0.033196479082107544, 0.05066205933690071, 0.07068271189928055, 0.09162381291389465, 0.11954669654369354, 0.1454685777425766","0.01242093276232481, 0.019572723656892776, 0.0411582849919796, 0.07578010857105255, 0.12006284296512604, 0.1718456894159317, 0.22829967737197876, 0.28260019421577454, 0.3459043502807617, 0.42049485445022583","0.33341291546821594, 0.3077767789363861, 0.2765459716320038, 0.24165692925453186, 0.2094198763370514, 0.18450769782066345, 0.1624143421649933, 0.13459889590740204, 0.12513741850852966, 0.1454685777425766"
"0.12385555356740952, 0.10725563764572144, 0.0936216339468956, 0.07787132263183594, 0.05508701130747795, 0.036435503512620926, 0.023118073120713234, 0.0231326837092638, 0.05610044300556183, 0.07969289273023605","0.12385555356740952, 0.13217884302139282, 0.14610502123832703, 0.1658657044172287, 0.18779540061950684, 0.21436041593551636, 0.2425922453403473, 0.26283931732177734, 0.27834320068359375, 0.29721832275390625","0.29381588101387024, 0.26829269528388977, 0.24313075840473175, 0.21986334025859833, 0.20183739066123962, 0.1803024560213089, 0.1533978283405304, 0.12418104708194733, 0.09989778697490692, 0.07969289273023605"
"0.16289176046848297, 0.1341160237789154, 0.15356971323490143, 0.1709306389093399, 0.1794854998588562, 0.1812017858028412, 0.17193087935447693, 0.150570809841156, 0.13053208589553833, 0.11688603460788727","0.16289176046848297, 0.1864248812198639, 0.20175723731517792, 0.2175055742263794, 0.23268863558769226, 0.24753105640411377, 0.26132437586784363, 0.27472177147865295, 0.292539119720459, 0.3232598900794983","0.22250042855739594, 0.20085984468460083, 0.17442359030246735, 0.15142805874347687, 0.13746841251850128, 0.12391671538352966, 0.11065497249364853, 0.10069750994443893, 0.1007702648639679, 0.11688603460788727"
"0.2411244660615921, 0.15442174673080444, 0.10349880903959274, 0.07102486491203308, 0.051929958164691925, 0.030139675363898277, 0.01970762014389038, 0.01443120650947094, 0.01204720325767994, 0.010931911878287792","0.2411244660615921, 0.232449471950531, 0.2305605411529541, 0.26412925124168396, 0.33063575625419617, 0.34968483448028564, 0.37642961740493774, 0.3927634358406067, 0.41278505325317383, 0.43627500534057617","0.40893641114234924, 0.4245797097682953, 0.4417343735694885, 0.47275131940841675, 0.3590857684612274, 0.19548864662647247, 0.1308286190032959, 0.07509363442659378, 0.03175560012459755, 0.010931911878287792"
"0.1311986744403839, 0.1101302057504654, 0.09740854054689407, 0.09411001950502396, 0.08424929529428482, 0.07533973455429077, 0.06961088627576828, 0.06982526183128357, 0.07610564678907394, 0.08776014298200607","0.1311986744403839, 0.13068276643753052, 0.14405566453933716, 0.1942526251077652, 0.2593418061733246, 0.29011401534080505, 0.30606213212013245, 0.31635645031929016, 0.325034499168396, 0.3346240520477295","0.32217976450920105, 0.3014480173587799, 0.28487667441368103, 0.263610303401947, 0.19648830592632294, 0.14884045720100403, 0.12328214943408966, 0.1057654395699501, 0.09244544804096222, 0.08776014298200607"
"0.09678741544485092, 0.07161061465740204, 0.050346679985523224, 0.03301675245165825, 0.020789802074432373, 0.01435187179595232, 0.01262715458869934, 0.013120787218213081, 0.01461989525705576, 0.014831611886620522","0.09678741544485092, 0.09568750113248825, 0.10624514520168304, 0.12807466089725494, 0.16626229882240295, 0.1999780386686325, 0.22262653708457947, 0.255374014377594, 0.30822256207466125, 0.364341139793396","0.3879690170288086, 0.35977256298065186, 0.3337779641151428, 0.30950069427490234, 0.28745144605636597, 0.24539609253406525, 0.16712206602096558, 0.08779259026050568, 0.036574482917785645, 0.014831611886620522"
"0.043726272881031036, 0.035791054368019104, 0.028227820992469788, 0.021196752786636353, 0.014140889048576355, 0.00840345211327076, 0.005139941815286875, 0.006767287850379944, 0.015862397849559784, 0.03283252567052841","0.043726272881031036, 0.03920014202594757, 0.0358290858566761, 0.03376125544309616, 0.032670117914676666, 0.03321188688278198, 0.034717559814453125, 0.03740870952606201, 0.04151015728712082, 0.047009967267513275","0.04950461909174919, 0.04368918016552925, 0.039811402559280396, 0.036560941487550735, 0.0343988798558712, 0.03256018087267876, 0.031468383967876434, 0.03153810650110245, 0.03149004653096199, 0.03283252567052841"
"0.18163642287254333, 0.12113824486732483, 0.09828552603721619, 0.08716967701911926, 0.08693957328796387, 0.08855754882097244, 0.09861969947814941, 0.10219302773475647, 0.10786290466785431, 0.11315932124853134","0.18163642287254333, 0.19249431788921356, 0.20291200280189514, 0.21700549125671387, 0.25001412630081177, 0.3085220456123352, 0.332599401473999, 0.35617929697036743, 0.3706682324409485, 0.3922760486602783","0.364606648683548, 0.367923766374588, 0.3553253412246704, 0.32351094484329224, 0.2929818630218506, 0.27614933252334595, 0.20328103005886078, 0.14755362272262573, 0.12008766084909439, 0.11315932124853134"
"0.04704069718718529, 0.01375427283346653, 0.013939334079623222, 0.025556739419698715, 0.03753051534295082, 0.041395820677280426, 0.039563365280628204, 0.03384000062942505, 0.02439899742603302, 0.018366944044828415","0.04704069718718529, 0.0775032788515091, 0.10709288716316223, 0.13713300228118896, 0.16936366260051727, 0.20069722831249237, 0.22775278985500336, 0.2471846640110016, 0.2641203701496124, 0.2793780565261841","0.27260658144950867, 0.24606943130493164, 0.2135549783706665, 0.17781147360801697, 0.1414216309785843, 0.1077459454536438, 0.07646378874778748, 0.0506695993244648, 0.031014133244752884, 0.018366944044828415"
"0.04366829991340637, 0.04129771515727043, 0.03970436379313469, 0.0380379818379879, 0.035617224872112274, 0.03359483182430267, 0.03186995908617973, 0.030094504356384277, 0.029403937980532646, 0.031245695427060127","0.04366829991340637, 0.04325975105166435, 0.046015284955501556, 0.05258439481258392, 0.0629158765077591, 0.07525435835123062, 0.09280052781105042, 0.11316297203302383, 0.13856109976768494, 0.1675768941640854","0.17636793851852417, 0.15674260258674622, 0.13568304479122162, 0.1153390109539032, 0.09597141295671463, 0.07752285897731781, 0.06058565899729729, 0.04544420540332794, 0.034389395266771317, 0.031245695427060127"
"0.056202784180641174, 0.05132599174976349, 0.05267072841525078, 0.06054967641830444, 0.06689754873514175, 0.06163058802485466, 0.060412004590034485, 0.05903572216629982, 0.06129774823784828, 0.06557944416999817","0.056202784180641174, 0.0736134946346283, 0.125037282705307, 0.20938782393932343, 0.3118405044078827, 0.353720098733902, 0.37761709094047546, 0.39836883544921875, 0.4108067452907562, 0.4235802888870239","0.3867170810699463, 0.36820051074028015, 0.36355316638946533, 0.3250047266483307, 0.24653717875480652, 0.16140854358673096, 0.09452882409095764, 0.05999229848384857, 0.05301005765795708, 0.06557944416999817"
"0.024508774280548096, 0.014491859823465347, 0.01570296846330166, 0.022274143993854523, 0.028368759900331497, 0.035079825669527054, 0.039272457361221313, 0.03974603861570358, 0.03800942003726959, 0.037991058081388474","0.024508774280548096, 0.033676061779260635, 0.0912533849477768, 0.16883745789527893, 0.3222173750400543, 0.4373128116130829, 0.43507739901542664, 0.43416470289230347, 0.44487059116363525, 0.47188156843185425","0.46140730381011963, 0.4399372637271881, 0.4277132451534271, 0.42565423250198364, 0.4281896948814392, 0.3030359447002411, 0.19091671705245972, 0.10000322759151459, 0.046041782945394516, 0.037991058081388474"
"0.14210271835327148, 0.12619681656360626, 0.11285799741744995, 0.09574565291404724, 0.08120919018983841, 0.06520989537239075, 0.049124576151371, 0.038410864770412445, 0.03470950201153755, 0.03378894925117493","0.14210271835327148, 0.1384941190481186, 0.13850456476211548, 0.13945776224136353, 0.15061014890670776, 0.17115995287895203, 0.20477208495140076, 0.24990901350975037, 0.31068068742752075, 0.3937073051929474","0.40550222992897034, 0.37892356514930725, 0.3511311411857605, 0.3184069097042084, 0.28127434849739075, 0.23774899542331696, 0.18403473496437073, 0.12837755680084229, 0.07294376939535141, 0.03378894925117493"
"0.13463208079338074, 0.10618609189987183, 0.07067510485649109, 0.05717999115586281, 0.0463736392557621, 0.03550397604703903, 0.02371254563331604, 0.017207380384206772, 0.015294808894395828, 0.01531433779746294","0.13463208079338074, 0.17811734974384308, 0.21964019536972046, 0.26500293612480164, 0.3172677755355835, 0.38888877630233765, 0.5041759610176086, 0.5463572144508362, 0.5618359446525574, 0.5560075640678406","0.48238226771354675, 0.4392378032207489, 0.38757315278053284, 0.32760441303253174, 0.27497637271881104, 0.24511653184890747, 0.23215417563915253, 0.10190237313508987, 0.03634864464402199, 0.01531433779746294"
"0.05490533635020256, 0.048509035259485245, 0.04645368084311485, 0.04653506726026535, 0.0466693677008152, 0.0430702343583107, 0.03766702860593796, 0.03541119396686554, 0.03839041292667389, 0.03472768887877464","0.05490533635020256, 0.05055557191371918, 0.07268977910280228, 0.11798849701881409, 0.18854889273643494, 0.26290634274482727, 0.3167042136192322, 0.3647553324699402, 0.42720553278923035, 0.5113040208816528","0.4797613024711609, 0.4338989853858948, 0.3785970211029053, 0.32391858100891113, 0.2663732171058655, 0.20414045453071594, 0.14468005299568176, 0.089394211769104, 0.04295303672552109, 0.03472768887877464"
"0.22053207457065582, 0.13991686701774597, 0.09835158288478851, 0.0720626711845398, 0.046649396419525146, 0.025415778160095215, 0.013378056697547436, 0.00980712566524744, 0.00863987673074007, 0.008939116261899471","0.22053207457065582, 0.20157256722450256, 0.20210792124271393, 0.27394193410873413, 0.31400972604751587, 0.3601343035697937, 0.3971824049949646, 0.4341041147708893, 0.4706023633480072, 0.5062416195869446","0.5487323999404907, 0.5553038716316223, 0.5489595532417297, 0.44184592366218567, 0.3068045675754547, 0.23142126202583313, 0.15301820635795593, 0.08115909993648529, 0.030966471880674362, 0.008939116261899471"
"0.11689189076423645, 0.0828927606344223, 0.0520780086517334, 0.029953494668006897, 0.01836404949426651, 0.01631206087768078, 0.023723414167761803, 0.042134903371334076, 0.0770193487405777, 0.128036230802536","0.11689189076423645, 0.105899378657341, 0.10614711791276932, 0.11409370601177216, 0.12504756450653076, 0.1382695585489273, 0.15318046510219574, 0.16718129813671112, 0.18130409717559814, 0.19841031730175018","0.26227670907974243, 0.2316821962594986, 0.20251509547233582, 0.17379845678806305, 0.1501120626926422, 0.13398543000221252, 0.12515538930892944, 0.12243178486824036, 0.12390277534723282, 0.128036230802536"
"0.10534081608057022, 0.0904357060790062, 0.07711081951856613, 0.06374678760766983, 0.05384175106883049, 0.051425203680992126, 0.05152794346213341, 0.051712021231651306, 0.05159083008766174, 0.05361601337790489","0.10534081608057022, 0.08285138010978699, 0.07884146273136139, 0.08392311632633209, 0.0917254090309143, 0.10146462917327881, 0.1119847446680069, 0.12342730909585953, 0.13717547059059143, 0.14971157908439636","0.17740517854690552, 0.13346260786056519, 0.10489296168088913, 0.08611881732940674, 0.07332132011651993, 0.06354597955942154, 0.057504311203956604, 0.05365205556154251, 0.05250704288482666, 0.05361601337790489"
